model,method,layer,subspace_dimension,toy_projection_accuracy,toy_patch_recovery,toy_flip_rate,toy_sign_flip_rate,toy_logit_diff_percent,toy_logit_flip_percent,toy_sign_flip_percent,toy_corrupted_accuracy,toy_clean_accuracy,toy_patched_accuracy,sst_projection_accuracy,sst_patch_recovery,sst_flip_rate,sst_sign_flip_rate,sst_logit_diff_percent,sst_logit_flip_percent,sst_sign_flip_percent,sst_corrupted_accuracy,sst_clean_accuracy,sst_patched_accuracy,n_toy_test,n_sst,n_sst_pairs
gpt2-small,das,7,1,0.9666666666666667,0.9019824204329373,0.8571428656578064,0.75,90.19824204329373,85.71428656578064,75.0,0.0,1.0,0.8571428656578064,0.8163430420711975,0.45398772794765513,0.4714285331112975,0.002222222276031971,45.39877279476551,47.14285331112975,0.2222222276031971,0.3444444537162781,0.6555555462837219,0.4911110997200012,30,1236,450
gpt2-small,das2d,7,2,,0.9603524368344016,0.8571428656578064,0.75,96.03524368344016,85.71428656578064,75.0,0.0,1.0,0.8571428656578064,,0.5981595109691241,0.5428571045398689,0.004444444552063942,59.815951096912414,54.285710453986894,0.4444444552063942,0.3444444537162781,0.6555555462837219,0.5133333206176758,30,1236,450
gpt2-small,das3d,7,3,,0.97797358010362,0.9285714030265808,0.7857142686843872,97.797358010362,92.85714030265808,78.57142686843872,0.0,1.0,0.9285714030265808,,0.5736196332268431,0.5142856376511664,0.004444444552063942,57.3619633226843,51.42856376511664,0.4444444552063942,0.3444444537162781,0.6555555462837219,0.504444420337677,30,1236,450
gpt2-small,random,7,1,0.4,-0.004405276627161673,0.0,0.0357142873108387,-0.4405276627161673,0.0,3.57142873108387,0.0,1.0,0.0,0.1820388349514563,0.015337422303357674,0.1214285905872084,0.0,1.5337422303357673,12.14285905872084,0.0,0.3444444537162781,0.6555555462837219,0.3822222352027893,30,1236,450
gpt2-small,mean_diff,8,1,0.9333333333333333,0.5539647857250172,0.6071428656578064,0.4285714328289032,55.39647857250172,60.71428656578064,42.85714328289032,0.0,1.0,0.6071428656578064,0.6828478964401294,0.3312883443785219,0.36428567596844036,0.0,33.12883443785219,36.42856759684403,0.0,0.3444444537162781,0.6555555462837219,0.4577777683734894,30,1236,450
gpt2-small,kmeans,8,1,0.9333333333333333,0.5539647857250172,0.6071428656578064,0.4285714328289032,55.39647857250172,60.71428656578064,42.85714328289032,0.0,1.0,0.6071428656578064,0.6828478964401294,0.3312883443785219,0.36428567596844036,0.0,33.12883443785219,36.42856759684403,0.0,0.3444444537162781,0.6555555462837219,0.4577777683734894,30,1236,450
gpt2-small,logistic_regression,8,1,1.0,0.48458152606109484,0.4285714328289032,0.2857142984867096,48.458152606109486,42.85714328289032,28.57142984867096,0.0,1.0,0.4285714328289032,0.7985436893203883,0.32208588893959855,0.2857142857142857,0.0,32.208588893959856,28.57142857142857,0.0,0.3444444537162781,0.6555555462837219,0.4333333373069763,30,1236,450
gpt2-small,pca,8,1,0.8,0.4196035637021557,0.3214285671710968,0.25,41.96035637021557,32.14285671710968,25.0,0.0,1.0,0.3214285671710968,0.1820388349514563,0.25766871115167883,0.2928571045398689,0.0,25.766871115167884,29.28571045398689,0.0,0.3444444537162781,0.6555555462837219,0.4355555474758148,30,1236,450
gpt2-small,das,8,1,0.9666666666666667,0.9162995602810698,0.8571428656578064,0.8214285969734192,91.62995602810699,85.71428656578064,82.14285969734192,0.0,1.0,0.8571428656578064,0.1820388349514563,0.49079754584664465,0.4928571811744168,0.004444444552063942,49.079754584664464,49.28571811744168,0.4444444552063942,0.3444444537162781,0.6555555462837219,0.4977777898311615,30,1236,450
gpt2-small,das2d,8,2,,0.9306167736503457,0.8571428656578064,0.7857142686843872,93.06167736503457,85.71428656578064,78.57142686843872,0.0,1.0,0.8571428656578064,,0.4417177942187865,0.42142860974584534,0.006666666828095913,44.17177942187865,42.142860974584536,0.6666666828095913,0.3444444537162781,0.6555555462837219,0.47555556893348694,30,1236,450
gpt2-small,das3d,8,3,,0.9548458502405924,0.8571428656578064,0.8214285969734192,95.48458502405924,85.71428656578064,82.14285969734192,0.0,1.0,0.8571428656578064,,0.4693251528221487,0.4357142473970118,0.004444444552063942,46.93251528221487,43.57142473970118,0.4444444552063942,0.3444444537162781,0.6555555462837219,0.47999998927116394,30,1236,450
gpt2-small,random,8,1,0.5666666666666667,0.008810590014895016,0.0,0.0,0.8810590014895016,0.0,0.0,0.0,1.0,0.0,0.8179611650485437,-0.04601226691007302,0.007142818825583218,0.0,-4.601226691007302,0.7142818825583218,0.0,0.3444444537162781,0.6555555462837219,0.3466666638851166,30,1236,450
gpt2-small,mean_diff,9,1,0.9333333333333333,0.5341410018446823,0.6071428656578064,0.3928571343421936,53.414100184468225,60.71428656578064,39.28571343421936,0.0,1.0,0.6071428656578064,0.8179611650485437,0.31288344378521893,0.25,0.0,31.28834437852189,25.0,0.0,0.3444444537162781,0.6555555462837219,0.42222222685813904,30,1236,450
gpt2-small,kmeans,9,1,0.8,0.4350220594676503,0.3928571343421936,0.25,43.50220594676503,39.28571343421936,25.0,0.0,1.0,0.3928571343421936,0.1966019417475728,0.1656441773315328,0.2214285331112975,0.0,16.56441773315328,22.142853311129752,0.0,0.3444444537162781,0.6555555462837219,0.41333332657814026,30,1236,450
