model,method,layer,subspace_dimension,seed,epochs,learning_rate,batch_size,epoch,train_loss,evaluation_loss
gpt2-small,das2d,6,2,0,64,0.001,128,54,-0.12601621448993683,-0.11788613349199295
gpt2-small,das2d,6,2,0,64,0.001,128,55,-0.11788613349199295,-0.11614400148391724
gpt2-small,das2d,6,2,0,64,0.001,128,56,-0.11614400148391724,-0.12020904570817947
gpt2-small,das2d,6,2,0,64,0.001,128,57,-0.12020904570817947,-0.12137046456336975
gpt2-small,das2d,6,2,0,64,0.001,128,58,-0.12137046456336975,-0.12427408993244171
gpt2-small,das2d,6,2,0,64,0.001,128,59,-0.12427408993244171,-0.12485479563474655
gpt2-small,das2d,6,2,0,64,0.001,128,60,-0.12485479563474655,-0.12253189086914062
gpt2-small,das2d,6,2,0,64,0.001,128,61,-0.12253189086914062,-0.12775841355323792
gpt2-small,das2d,6,2,0,64,0.001,128,62,-0.12775841355323792,-0.13298489153385162
gpt2-small,das2d,6,2,0,64,0.001,128,63,-0.13298489153385162,-0.13356560468673706
gpt2-small,das3d,6,3,0,64,0.001,128,0,0.9860627055168152,0.9407665133476257
gpt2-small,das3d,6,3,0,64,0.001,128,1,0.9407665133476257,0.8484320640563965
gpt2-small,das3d,6,3,0,64,0.001,128,2,0.8484320640563965,0.7590011358261108
gpt2-small,das3d,6,3,0,64,0.001,128,3,0.7590011358261108,0.6579558849334717
gpt2-small,das3d,6,3,0,64,0.001,128,4,0.6579558849334717,0.578397274017334
gpt2-small,das3d,6,3,0,64,0.001,128,5,0.578397274017334,0.523809552192688
gpt2-small,das3d,6,3,0,64,0.001,128,6,0.523809552192688,0.4918699264526367
gpt2-small,das3d,6,3,0,64,0.001,128,7,0.4918699264526367,0.45354241132736206
gpt2-small,das3d,6,3,0,64,0.001,128,8,0.45354241132736206,0.42102205753326416
gpt2-small,das3d,6,3,0,64,0.001,128,9,0.42102205753326416,0.3890824615955353
gpt2-small,das3d,6,3,0,64,0.001,128,10,0.3890824615955353,0.3281068801879883
gpt2-small,das3d,6,3,0,64,0.001,128,11,0.3281068801879883,0.28687572479248047
gpt2-small,das3d,6,3,0,64,0.001,128,12,0.28687572479248047,0.24274100363254547
gpt2-small,das3d,6,3,0,64,0.001,128,13,0.24274100363254547,0.18815334141254425
gpt2-small,das3d,6,3,0,64,0.001,128,14,0.18815334141254425,0.1567944437265396
gpt2-small,das3d,6,3,0,64,0.001,128,15,0.1567944437265396,0.11440186202526093
gpt2-small,das3d,6,3,0,64,0.001,128,16,0.11440186202526093,0.08768875151872635
gpt2-small,das3d,6,3,0,64,0.001,128,17,0.08768875151872635,0.06910569220781326
gpt2-small,das3d,6,3,0,64,0.001,128,18,0.06910569220781326,0.03948899358510971
gpt2-small,das3d,6,3,0,64,0.001,128,19,0.03948899358510971,0.008710800670087337
gpt2-small,das3d,6,3,0,64,0.001,128,20,0.008710800670087337,-0.009291511960327625
gpt2-small,das3d,6,3,0,64,0.001,128,21,-0.009291511960327625,-0.022067291662096977
gpt2-small,das3d,6,3,0,64,0.001,128,22,-0.022067291662096977,-0.04123105853796005
gpt2-small,das3d,6,3,0,64,0.001,128,23,-0.04123105853796005,-0.05923343822360039
gpt2-small,das3d,6,3,0,64,0.001,128,24,-0.05923343822360039,-0.06213699281215668
gpt2-small,das3d,6,3,0,64,0.001,128,25,-0.06213699281215668,-0.08013937622308731
gpt2-small,das3d,6,3,0,64,0.001,128,26,-0.08013937622308731,-0.09465735405683517
gpt2-small,das3d,6,3,0,64,0.001,128,27,-0.09465735405683517,-0.09639948606491089
gpt2-small,das3d,6,3,0,64,0.001,128,28,-0.09639948606491089,-0.10278744250535965
gpt2-small,das3d,6,3,0,64,0.001,128,29,-0.10278744250535965,-0.10336815565824509
gpt2-small,das3d,6,3,0,64,0.001,128,30,-0.10336815565824509,-0.10743319988250732
gpt2-small,das3d,6,3,0,64,0.001,128,31,-0.10743319988250732,-0.11265966296195984
gpt2-small,das3d,6,3,0,64,0.001,128,32,-0.11265966296195984,-0.11730542033910751
gpt2-small,das3d,6,3,0,64,0.001,128,33,-0.11730542033910751,-0.11730542033910751
gpt2-small,das3d,6,3,0,64,0.001,128,34,-0.11730542033910751,-0.12485479563474655
gpt2-small,das3d,6,3,0,64,0.001,128,35,-0.12485479563474655,-0.12195124477148056
gpt2-small,das3d,6,3,0,64,0.001,128,36,-0.12195124477148056,-0.1271776407957077
gpt2-small,das3d,6,3,0,64,0.001,128,37,-0.1271776407957077,-0.12427408993244171
gpt2-small,das3d,6,3,0,64,0.001,128,38,-0.12427408993244171,-0.12833912670612335
gpt2-small,das3d,6,3,0,64,0.001,128,39,-0.12833912670612335,-0.13240410387516022
gpt2-small,das3d,6,3,0,64,0.001,128,40,-0.13240410387516022,-0.13298489153385162
gpt2-small,das3d,6,3,0,64,0.001,128,41,-0.13298489153385162,-0.13704992830753326
gpt2-small,das3d,6,3,0,64,0.001,128,42,-0.13704992830753326,-0.14227640628814697
gpt2-small,das3d,6,3,0,64,0.001,128,43,-0.14227640628814697,-0.1445993185043335
gpt2-small,das3d,6,3,0,64,0.001,128,44,-0.1445993185043335,-0.1411149799823761
gpt2-small,das3d,6,3,0,64,0.001,128,45,-0.1411149799823761,-0.16027870774269104
gpt2-small,das3d,6,3,0,64,0.001,128,46,-0.16027870774269104,-0.16027870774269104
gpt2-small,das3d,6,3,0,64,0.001,128,47,-0.16027870774269104,-0.1643436849117279
gpt2-small,das3d,6,3,0,64,0.001,128,48,-0.1643436849117279,-0.1649244725704193
gpt2-small,das3d,6,3,0,64,0.001,128,49,-0.1649244725704193,-0.17305462062358856
gpt2-small,das3d,6,3,0,64,0.001,128,50,-0.17305462062358856,-0.17711959779262543
gpt2-small,das3d,6,3,0,64,0.001,128,51,-0.17711959779262543,-0.18060387670993805
gpt2-small,das3d,6,3,0,64,0.001,128,52,-0.18060387670993805,-0.18641111254692078
gpt2-small,das3d,6,3,0,64,0.001,128,53,-0.18641111254692078,-0.19279907643795013
gpt2-small,das3d,6,3,0,64,0.001,128,54,-0.19279907643795013,-0.19860617816448212
gpt2-small,das3d,6,3,0,64,0.001,128,55,-0.19860617816448212,-0.19976766407489777
gpt2-small,das3d,6,3,0,64,0.001,128,56,-0.19976766407489777,-0.20441342890262604
gpt2-small,das3d,6,3,0,64,0.001,128,57,-0.20441342890262604,-0.2038327157497406
gpt2-small,das3d,6,3,0,64,0.001,128,58,-0.2038327157497406,-0.21486635506153107
gpt2-small,das3d,6,3,0,64,0.001,128,59,-0.21486635506153107,-0.220673605799675
gpt2-small,das3d,6,3,0,64,0.001,128,60,-0.220673605799675,-0.22125431895256042
gpt2-small,das3d,6,3,0,64,0.001,128,61,-0.22125431895256042,-0.2293844074010849
gpt2-small,das3d,6,3,0,64,0.001,128,62,-0.2293844074010849,-0.23344944417476654
gpt2-small,das3d,6,3,0,64,0.001,128,63,-0.23344944417476654,-0.24738672375679016
gpt2-small,das,7,1,0,64,0.001,128,0,0.9959349632263184,0.9779326319694519
gpt2-small,das,7,1,0,64,0.001,128,1,0.9779326319694519,0.9308942556381226
gpt2-small,das,7,1,0,64,0.001,128,2,0.9308942556381226,0.8524970412254333
gpt2-small,das,7,1,0,64,0.001,128,3,0.8524970412254333,0.7740998268127441
gpt2-small,das,7,1,0,64,0.001,128,4,0.7740998268127441,0.7200928926467896
gpt2-small,das,7,1,0,64,0.001,128,5,0.7200928926467896,0.6747967600822449
gpt2-small,das,7,1,0,64,0.001,128,6,0.6747967600822449,0.645760715007782
gpt2-small,das,7,1,0,64,0.001,128,7,0.645760715007782,0.6289198398590088
gpt2-small,das,7,1,0,64,0.001,128,8,0.6289198398590088,0.6155632734298706
gpt2-small,das,7,1,0,64,0.001,128,9,0.6155632734298706,0.6149826049804688
gpt2-small,das,7,1,0,64,0.001,128,10,0.6149826049804688,0.5981416702270508
gpt2-small,das,7,1,0,64,0.001,128,11,0.5981416702270508,0.5795586705207825
gpt2-small,das,7,1,0,64,0.001,128,12,0.5795586705207825,0.5586527585983276
gpt2-small,das,7,1,0,64,0.001,128,13,0.5586527585983276,0.5394889712333679
gpt2-small,das,7,1,0,64,0.001,128,14,0.5394889712333679,0.5116143822669983
gpt2-small,das,7,1,0,64,0.001,128,15,0.5116143822669983,0.4901277422904968
gpt2-small,das,7,1,0,64,0.001,128,16,0.4901277422904968,0.462253212928772
gpt2-small,das,7,1,0,64,0.001,128,17,0.462253212928772,0.43786293268203735
gpt2-small,das,7,1,0,64,0.001,128,18,0.43786293268203735,0.4047619104385376
gpt2-small,das,7,1,0,64,0.001,128,19,0.4047619104385376,0.36701512336730957
gpt2-small,das,7,1,0,64,0.001,128,20,0.36701512336730957,0.350174218416214
gpt2-small,das,7,1,0,64,0.001,128,21,0.350174218416214,0.3252032697200775
gpt2-small,das,7,1,0,64,0.001,128,22,0.3252032697200775,0.30371662974357605
gpt2-small,das,7,1,0,64,0.001,128,23,0.30371662974357605,0.28339144587516785
gpt2-small,das,7,1,0,64,0.001,128,24,0.28339144587516785,0.25551682710647583
gpt2-small,das,7,1,0,64,0.001,128,25,0.25551682710647583,0.23925669491291046
gpt2-small,das,7,1,0,64,0.001,128,26,0.23925669491291046,0.21835076808929443
gpt2-small,das,7,1,0,64,0.001,128,27,0.21835076808929443,0.20615562796592712
gpt2-small,das,7,1,0,64,0.001,128,28,0.20615562796592712,0.1823461353778839
gpt2-small,das,7,1,0,64,0.001,128,29,0.1823461353778839,0.1649245321750641
gpt2-small,das,7,1,0,64,0.001,128,30,0.1649245321750641,0.1411149799823761
gpt2-small,das,7,1,0,64,0.001,128,31,0.1411149799823761,0.1347270905971527
gpt2-small,das,7,1,0,64,0.001,128,32,0.1347270905971527,0.12137053161859512
gpt2-small,das,7,1,0,64,0.001,128,33,0.12137053161859512,0.11382115632295609
gpt2-small,das,7,1,0,64,0.001,128,34,0.11382115632295609,0.09117308259010315
gpt2-small,das,7,1,0,64,0.001,128,35,0.09117308259010315,0.07955866307020187
gpt2-small,das,7,1,0,64,0.001,128,36,0.07955866307020187,0.07200928032398224
gpt2-small,das,7,1,0,64,0.001,128,37,0.07200928032398224,0.06504068523645401
gpt2-small,das,7,1,0,64,0.001,128,38,0.06504068523645401,0.05749130621552467
gpt2-small,das,7,1,0,64,0.001,128,39,0.05749130621552467,0.05342622473835945
gpt2-small,das,7,1,0,64,0.001,128,40,0.05342622473835945,0.0493612140417099
gpt2-small,das,7,1,0,64,0.001,128,41,0.0493612140417099,0.04413474723696709
gpt2-small,das,7,1,0,64,0.001,128,42,0.04413474723696709,0.03600465878844261
gpt2-small,das,7,1,0,64,0.001,128,43,0.03600465878844261,0.03484320268034935
gpt2-small,das,7,1,0,64,0.001,128,44,0.03484320268034935,0.023228812962770462
gpt2-small,das,7,1,0,64,0.001,128,45,0.023228812962770462,0.0203251913189888
gpt2-small,das,7,1,0,64,0.001,128,46,0.0203251913189888,0.023809557780623436
gpt2-small,das,7,1,0,64,0.001,128,47,0.023809557780623436,0.019744480028748512
gpt2-small,das,7,1,0,64,0.001,128,48,0.019744480028748512,0.0162601787596941
gpt2-small,das,7,1,0,64,0.001,128,49,0.0162601787596941,0.01742163486778736
gpt2-small,das,7,1,0,64,0.001,128,50,0.01742163486778736,0.019744545221328735
gpt2-small,das,7,1,0,64,0.001,128,51,0.019744545221328735,0.013356623239815235
gpt2-small,das,7,1,0,64,0.001,128,52,0.013356623239815235,0.013937301002442837
gpt2-small,das,7,1,0,64,0.001,128,53,0.013937301002442837,0.01567946746945381
gpt2-small,das,7,1,0,64,0.001,128,54,0.01567946746945381,0.011614455841481686
gpt2-small,das,7,1,0,64,0.001,128,55,0.011614455841481686,0.008710800670087337
gpt2-small,das,7,1,0,64,0.001,128,56,0.008710800670087337,0.013356589712202549
gpt2-small,das,7,1,0,64,0.001,128,57,0.013356589712202549,0.006387922912836075
gpt2-small,das,7,1,0,64,0.001,128,58,0.006387922912836075,0.014518012292683125
gpt2-small,das,7,1,0,64,0.001,128,59,0.014518012292683125,0.011033745482563972
gpt2-small,das,7,1,0,64,0.001,128,60,0.011033745482563972,0.017421601340174675
gpt2-small,das,7,1,0,64,0.001,128,61,0.017421601340174675,0.013937301002442837
gpt2-small,das,7,1,0,64,0.001,128,62,0.013937301002442837,0.013937301002442837
gpt2-small,das,7,1,0,64,0.001,128,63,0.013937301002442837,0.012775878421962261
gpt2-small,das2d,7,2,0,64,0.001,128,0,0.9959349632263184,0.9581881165504456
gpt2-small,das2d,7,2,0,64,0.001,128,1,0.9581881165504456,0.8995354175567627
gpt2-small,das2d,7,2,0,64,0.001,128,2,0.8995354175567627,0.8217189311981201
gpt2-small,das2d,7,2,0,64,0.001,128,3,0.8217189311981201,0.742741048336029
gpt2-small,das2d,7,2,0,64,0.001,128,4,0.742741048336029,0.673054575920105
gpt2-small,das2d,7,2,0,64,0.001,128,5,0.673054575920105,0.6236934065818787
gpt2-small,das2d,7,2,0,64,0.001,128,6,0.6236934065818787,0.5958187580108643
gpt2-small,das2d,7,2,0,64,0.001,128,7,0.5958187580108643,0.5836237072944641
gpt2-small,das2d,7,2,0,64,0.001,128,8,0.5836237072944641,0.5569105744361877
gpt2-small,das2d,7,2,0,64,0.001,128,9,0.5569105744361877,0.5452961921691895
gpt2-small,das2d,7,2,0,64,0.001,128,10,0.5452961921691895,0.5209059119224548
gpt2-small,das2d,7,2,0,64,0.001,128,11,0.5209059119224548,0.4912891983985901
gpt2-small,das2d,7,2,0,64,0.001,128,12,0.4912891983985901,0.44831591844558716
gpt2-small,das2d,7,2,0,64,0.001,128,13,0.44831591844558716,0.40243902802467346
gpt2-small,das2d,7,2,0,64,0.001,128,14,0.40243902802467346,0.36178863048553467
gpt2-small,das2d,7,2,0,64,0.001,128,15,0.36178863048553467,0.3217189610004425
gpt2-small,das2d,7,2,0,64,0.001,128,16,0.3217189610004425,0.28513357043266296
gpt2-small,das2d,7,2,0,64,0.001,128,17,0.28513357043266296,0.2636469602584839
gpt2-small,das2d,7,2,0,64,0.001,128,18,0.2636469602584839,0.23344948887825012
gpt2-small,das2d,7,2,0,64,0.001,128,19,0.23344948887825012,0.2078978270292282
gpt2-small,das2d,7,2,0,64,0.001,128,20,0.2078978270292282,0.18641118705272675
gpt2-small,das2d,7,2,0,64,0.001,128,21,0.18641118705272675,0.16085949540138245
gpt2-small,das2d,7,2,0,64,0.001,128,22,0.16085949540138245,0.14053426682949066
gpt2-small,das2d,7,2,0,64,0.001,128,23,0.14053426682949066,0.11672477424144745
gpt2-small,das2d,7,2,0,64,0.001,128,24,0.11672477424144745,0.09581883996725082
gpt2-small,das2d,7,2,0,64,0.001,128,25,0.09581883996725082,0.0818815752863884
gpt2-small,das2d,7,2,0,64,0.001,128,26,0.0818815752863884,0.06562139093875885
gpt2-small,das2d,7,2,0,64,0.001,128,27,0.06562139093875885,0.05052267014980316
gpt2-small,das2d,7,2,0,64,0.001,128,28,0.05052267014980316,0.047038301825523376
gpt2-small,das2d,7,2,0,64,0.001,128,29,0.047038301825523376,0.03019748069345951
gpt2-small,das2d,7,2,0,64,0.001,128,30,0.03019748069345951,0.022648101672530174
gpt2-small,das2d,7,2,0,64,0.001,128,31,0.022648101672530174,0.015098756179213524
gpt2-small,das2d,7,2,0,64,0.001,128,32,0.015098756179213524,0.0029035890474915504
gpt2-small,das2d,7,2,0,64,0.001,128,33,0.0029035890474915504,-0.0029035559855401516
gpt2-small,das2d,7,2,0,64,0.001,128,34,-0.0029035559855401516,-0.007549378089606762
gpt2-small,das2d,7,2,0,64,0.001,128,35,-0.007549378089606762,-0.011614389717578888
gpt2-small,das2d,7,2,0,64,0.001,128,36,-0.011614389717578888,-0.0104529345408082
gpt2-small,das2d,7,2,0,64,0.001,128,37,-0.0104529345408082,-0.022067323327064514
gpt2-small,das2d,7,2,0,64,0.001,128,38,-0.022067323327064514,-0.01858302392065525
gpt2-small,das2d,7,2,0,64,0.001,128,39,-0.01858302392065525,-0.02671308070421219
gpt2-small,das2d,7,2,0,64,0.001,128,40,-0.02671308070421219,-0.026132401078939438
gpt2-small,das2d,7,2,0,64,0.001,128,41,-0.026132401078939438,-0.022067323327064514
gpt2-small,das2d,7,2,0,64,0.001,128,42,-0.022067323327064514,-0.02671308070421219
gpt2-small,das2d,7,2,0,64,0.001,128,43,-0.02671308070421219,-0.03019741363823414
gpt2-small,das2d,7,2,0,64,0.001,128,44,-0.03019741363823414,-0.02671308070421219
gpt2-small,das2d,7,2,0,64,0.001,128,45,-0.02671308070421219,-0.029035957530140877
gpt2-small,das2d,7,2,0,64,0.001,128,46,-0.029035957530140877,-0.024390235543251038
gpt2-small,das2d,7,2,0,64,0.001,128,47,-0.024390235543251038,-0.03019741363823414
gpt2-small,das2d,7,2,0,64,0.001,128,48,-0.03019741363823414,-0.03832747042179108
gpt2-small,das2d,7,2,0,64,0.001,128,49,-0.03832747042179108,-0.036004625260829926
gpt2-small,das2d,7,2,0,64,0.001,128,50,-0.036004625260829926,-0.04819972440600395
gpt2-small,das2d,7,2,0,64,0.001,128,51,-0.04819972440600395,-0.05400693789124489
gpt2-small,das2d,7,2,0,64,0.001,128,52,-0.05400693789124489,-0.05691049247980118
gpt2-small,das2d,7,2,0,64,0.001,128,53,-0.05691049247980118,-0.06678275018930435
gpt2-small,das2d,7,2,0,64,0.001,128,54,-0.06678275018930435,-0.07026714831590652
gpt2-small,das2d,7,2,0,64,0.001,128,55,-0.07026714831590652,-0.07665503770112991
gpt2-small,das2d,7,2,0,64,0.001,128,56,-0.07665503770112991,-0.08130079507827759
gpt2-small,das2d,7,2,0,64,0.001,128,57,-0.08130079507827759,-0.08826939761638641
gpt2-small,das2d,7,2,0,64,0.001,128,58,-0.08826939761638641,-0.09175372868776321
gpt2-small,das2d,7,2,0,64,0.001,128,59,-0.09175372868776321,-0.08885017037391663
gpt2-small,das2d,7,2,0,64,0.001,128,60,-0.08885017037391663,-0.0969802662730217
gpt2-small,das2d,7,2,0,64,0.001,128,61,-0.0969802662730217,-0.1004645973443985
gpt2-small,das2d,7,2,0,64,0.001,128,62,-0.1004645973443985,-0.10104524344205856
gpt2-small,das2d,7,2,0,64,0.001,128,63,-0.10104524344205856,-0.10859468579292297
gpt2-small,das3d,7,3,0,64,0.001,128,0,0.9883855581283569,0.9407665133476257
gpt2-small,das3d,7,3,0,64,0.001,128,1,0.9407665133476257,0.8623693585395813
gpt2-small,das3d,7,3,0,64,0.001,128,2,0.8623693585395813,0.7642276287078857
gpt2-small,das3d,7,3,0,64,0.001,128,3,0.7642276287078857,0.6794425249099731
gpt2-small,das3d,7,3,0,64,0.001,128,4,0.6794425249099731,0.6167247295379639
gpt2-small,das3d,7,3,0,64,0.001,128,5,0.6167247295379639,0.5754936337471008
gpt2-small,das3d,7,3,0,64,0.001,128,6,0.5754936337471008,0.5499419569969177
gpt2-small,das3d,7,3,0,64,0.001,128,7,0.5499419569969177,0.5185829997062683
gpt2-small,das3d,7,3,0,64,0.001,128,8,0.5185829997062683,0.4970964193344116
gpt2-small,das3d,7,3,0,64,0.001,128,9,0.4970964193344116,0.46167245507240295
gpt2-small,das3d,7,3,0,64,0.001,128,10,0.46167245507240295,0.4128919839859009
gpt2-small,das3d,7,3,0,64,0.001,128,11,0.4128919839859009,0.36991870403289795
gpt2-small,das3d,7,3,0,64,0.001,128,12,0.36991870403289795,0.3286875784397125
gpt2-small,das3d,7,3,0,64,0.001,128,13,0.3286875784397125,0.2857142984867096
gpt2-small,das3d,7,3,0,64,0.001,128,14,0.2857142984867096,0.2485482096672058
gpt2-small,das3d,7,3,0,64,0.001,128,15,0.2485482096672058,0.21660859882831573
gpt2-small,das3d,7,3,0,64,0.001,128,16,0.21660859882831573,0.18292684853076935
gpt2-small,das3d,7,3,0,64,0.001,128,17,0.18292684853076935,0.16550524532794952
gpt2-small,das3d,7,3,0,64,0.001,128,18,0.16550524532794952,0.13588851690292358
gpt2-small,das3d,7,3,0,64,0.001,128,19,0.13588851690292358,0.11324044317007065
gpt2-small,das3d,7,3,0,64,0.001,128,20,0.11324044317007065,0.095238097012043
gpt2-small,das3d,7,3,0,64,0.001,128,21,0.095238097012043,0.07317070662975311
gpt2-small,das3d,7,3,0,64,0.001,128,22,0.07317070662975311,0.05865275859832764
gpt2-small,das3d,7,3,0,64,0.001,128,23,0.05865275859832764,0.04297332465648651
gpt2-small,das3d,7,3,0,64,0.001,128,24,0.04297332465648651,0.038908280432224274
gpt2-small,das3d,7,3,0,64,0.001,128,25,0.038908280432224274,0.02787463553249836
gpt2-small,das3d,7,3,0,64,0.001,128,26,0.02787463553249836,0.016260212287306786
gpt2-small,das3d,7,3,0,64,0.001,128,27,0.016260212287306786,0.010452967137098312
gpt2-small,das3d,7,3,0,64,0.001,128,28,0.010452967137098312,0.009291511960327625
gpt2-small,das3d,7,3,0,64,0.001,128,29,0.009291511960327625,0.0011615219991654158
gpt2-small,das3d,7,3,0,64,0.001,128,30,0.0011615219991654158,-0.004065011627972126
gpt2-small,das3d,7,3,0,64,0.001,128,31,-0.004065011627972126,0.004645822569727898
gpt2-small,das3d,7,3,0,64,0.001,128,32,0.004645822569727898,-0.002903522690758109
gpt2-small,das3d,7,3,0,64,0.001,128,33,-0.002903522690758109,-0.010452967137098312
gpt2-small,das3d,7,3,0,64,0.001,128,34,-0.010452967137098312,-0.013937234878540039
gpt2-small,das3d,7,3,0,64,0.001,128,35,-0.013937234878540039,-0.01509865652769804
gpt2-small,das3d,7,3,0,64,0.001,128,36,-0.01509865652769804,-0.015679433941841125
gpt2-small,das3d,7,3,0,64,0.001,128,37,-0.015679433941841125,-0.0203251913189888
gpt2-small,das3d,7,3,0,64,0.001,128,38,-0.0203251913189888,-0.03484320268034935
gpt2-small,das3d,7,3,0,64,0.001,128,39,-0.03484320268034935,-0.026132401078939438
gpt2-small,das3d,7,3,0,64,0.001,128,40,-0.026132401078939438,-0.03542391210794449
gpt2-small,das3d,7,3,0,64,0.001,128,41,-0.03542391210794449,-0.042392548173666
gpt2-small,das3d,7,3,0,64,0.001,128,42,-0.042392548173666,-0.050522636622190475
gpt2-small,das3d,7,3,0,64,0.001,128,43,-0.050522636622190475,-0.0557490698993206
gpt2-small,das3d,7,3,0,64,0.001,128,44,-0.0557490698993206,-0.0644599050283432
gpt2-small,das3d,7,3,0,64,0.001,128,45,-0.0644599050283432,-0.078397236764431
gpt2-small,das3d,7,3,0,64,0.001,128,46,-0.078397236764431,-0.07955866307020187
gpt2-small,das3d,7,3,0,64,0.001,128,47,-0.07955866307020187,-0.08536577224731445
gpt2-small,das3d,7,3,0,64,0.001,128,48,-0.08536577224731445,-0.10336821526288986
gpt2-small,das3d,7,3,0,64,0.001,128,49,-0.10336821526288986,-0.1120789498090744
gpt2-small,das3d,7,3,0,64,0.001,128,50,-0.1120789498090744,-0.11614400148391724
gpt2-small,das3d,7,3,0,64,0.001,128,51,-0.11614400148391724,-0.12311266362667084
gpt2-small,das3d,7,3,0,64,0.001,128,52,-0.12311266362667084,-0.12833912670612335
gpt2-small,das3d,7,3,0,64,0.001,128,53,-0.12833912670612335,-0.12950055301189423
gpt2-small,das3d,7,3,0,64,0.001,128,54,-0.12950055301189423,-0.13530780375003815
gpt2-small,das3d,7,3,0,64,0.001,128,55,-0.13530780375003815,-0.14459924399852753
gpt2-small,das3d,7,3,0,64,0.001,128,56,-0.14459924399852753,-0.1440185308456421
gpt2-small,das3d,7,3,0,64,0.001,128,57,-0.1440185308456421,-0.152729332447052
gpt2-small,das3d,7,3,0,64,0.001,128,58,-0.152729332447052,-0.1562136709690094
gpt2-small,das3d,7,3,0,64,0.001,128,59,-0.1562136709690094,-0.1544715315103531
gpt2-small,das3d,7,3,0,64,0.001,128,60,-0.1544715315103531,-0.16724738478660583
gpt2-small,das3d,7,3,0,64,0.001,128,61,-0.16724738478660583,-0.1695702224969864
gpt2-small,das3d,7,3,0,64,0.001,128,62,-0.1695702224969864,-0.16782809793949127
gpt2-small,das3d,7,3,0,64,0.001,128,63,-0.16782809793949127,-0.17770031094551086
gpt2-small,das,8,1,0,64,0.001,128,0,1.005226492881775,0.9721254110336304
gpt2-small,das,8,1,0,64,0.001,128,1,0.9721254110336304,0.932055652141571
gpt2-small,das,8,1,0,64,0.001,128,2,0.932055652141571,0.8728222846984863
gpt2-small,das,8,1,0,64,0.001,128,3,0.8728222846984863,0.8124274611473083
gpt2-small,das,8,1,0,64,0.001,128,4,0.8124274611473083,0.7531939744949341
gpt2-small,das,8,1,0,64,0.001,128,5,0.7531939744949341,0.7235772609710693
gpt2-small,das,8,1,0,64,0.001,128,6,0.7235772609710693,0.7067363262176514
gpt2-small,das,8,1,0,64,0.001,128,7,0.7067363262176514,0.6933797597885132
gpt2-small,das,8,1,0,64,0.001,128,8,0.6933797597885132,0.6881533265113831
gpt2-small,das,8,1,0,64,0.001,128,9,0.6881533265113831,0.6800232529640198
gpt2-small,das,8,1,0,64,0.001,128,10,0.6800232529640198,0.6620209217071533
gpt2-small,das,8,1,0,64,0.001,128,11,0.6620209217071533,0.65389084815979
gpt2-small,das,8,1,0,64,0.001,128,12,0.65389084815979,0.6335656046867371
gpt2-small,das,8,1,0,64,0.001,128,13,0.6335656046867371,0.6149826049804688
gpt2-small,das,8,1,0,64,0.001,128,14,0.6149826049804688,0.5987223982810974
gpt2-small,das,8,1,0,64,0.001,128,15,0.5987223982810974,0.5778165459632874
gpt2-small,das,8,1,0,64,0.001,128,16,0.5778165459632874,0.5598141551017761
gpt2-small,das,8,1,0,64,0.001,128,17,0.5598141551017761,0.5389082431793213
gpt2-small,das,8,1,0,64,0.001,128,18,0.5389082431793213,0.5185829997062683
gpt2-small,das,8,1,0,64,0.001,128,19,0.5185829997062683,0.5017421841621399
gpt2-small,das,8,1,0,64,0.001,128,20,0.5017421841621399,0.48373985290527344
gpt2-small,das,8,1,0,64,0.001,128,21,0.48373985290527344,0.4639953374862671
gpt2-small,das,8,1,0,64,0.001,128,22,0.4639953374862671,0.4494773745536804
gpt2-small,das,8,1,0,64,0.001,128,23,0.4494773745536804,0.42276424169540405
gpt2-small,das,8,1,0,64,0.001,128,24,0.42276424169540405,0.4047619104385376
gpt2-small,das,8,1,0,64,0.001,128,25,0.4047619104385376,0.38501742482185364
gpt2-small,das,8,1,0,64,0.001,128,26,0.38501742482185364,0.35307785868644714
gpt2-small,das,8,1,0,64,0.001,128,27,0.35307785868644714,0.31939607858657837
gpt2-small,das,8,1,0,64,0.001,128,28,0.31939607858657837,0.27468061447143555
gpt2-small,das,8,1,0,64,0.001,128,29,0.27468061447143555,0.2485482096672058
gpt2-small,das,8,1,0,64,0.001,128,30,0.2485482096672058,0.22590015828609467
gpt2-small,das,8,1,0,64,0.001,128,31,0.22590015828609467,0.1957026869058609
gpt2-small,das,8,1,0,64,0.001,128,32,0.1957026869058609,0.19454123079776764
gpt2-small,das,8,1,0,64,0.001,128,33,0.19454123079776764,0.18118467926979065
gpt2-small,das,8,1,0,64,0.001,128,34,0.18118467926979065,0.1666666716337204
gpt2-small,das,8,1,0,64,0.001,128,35,0.1666666716337204,0.14866435527801514
gpt2-small,das,8,1,0,64,0.001,128,36,0.14866435527801514,0.13995355367660522
gpt2-small,das,8,1,0,64,0.001,128,37,0.13995355367660522,0.12195120751857758
gpt2-small,das,8,1,0,64,0.001,128,38,0.12195120751857758,0.11382115632295609
gpt2-small,das,8,1,0,64,0.001,128,39,0.11382115632295609,0.10336821526288986
gpt2-small,das,8,1,0,64,0.001,128,40,0.10336821526288986,0.09059237688779831
gpt2-small,das,8,1,0,64,0.001,128,41,0.09059237688779831,0.09001166373491287
gpt2-small,das,8,1,0,64,0.001,128,42,0.09001166373491287,0.08420445024967194
gpt2-small,das,8,1,0,64,0.001,128,43,0.08420445024967194,0.08246228098869324
