model,method,layer,subspace_dimension,seed,epochs,learning_rate,batch_size,epoch,train_loss,evaluation_loss
gpt2-small,das,3,1,0,64,0.001,128,40,0.06097560375928879,0.05807201564311981
gpt2-small,das,3,1,0,64,0.001,128,41,0.05807201564311981,0.05168412625789642
gpt2-small,das,3,1,0,64,0.001,128,42,0.05168412625789642,0.0511033833026886
gpt2-small,das,3,1,0,64,0.001,128,43,0.0511033833026886,0.04703836888074875
gpt2-small,das,3,1,0,64,0.001,128,44,0.04703836888074875,0.04471542686223984
gpt2-small,das,3,1,0,64,0.001,128,45,0.04471542686223984,0.038908280432224274
gpt2-small,das,3,1,0,64,0.001,128,46,0.038908280432224274,0.035423945635557175
gpt2-small,das,3,1,0,64,0.001,128,47,0.035423945635557175,0.033101070672273636
gpt2-small,das,3,1,0,64,0.001,128,48,0.033101070672273636,0.04006970301270485
gpt2-small,das,3,1,0,64,0.001,128,49,0.04006970301270485,0.0342625230550766
gpt2-small,das,3,1,0,64,0.001,128,50,0.0342625230550766,0.019163768738508224
gpt2-small,das,3,1,0,64,0.001,128,51,0.019163768738508224,0.026713145896792412
gpt2-small,das,3,1,0,64,0.001,128,52,0.026713145896792412,0.0272938571870327
gpt2-small,das,3,1,0,64,0.001,128,53,0.0272938571870327,0.03135893493890762
gpt2-small,das,3,1,0,64,0.001,128,54,0.03135893493890762,0.018583057448267937
gpt2-small,das,3,1,0,64,0.001,128,55,0.018583057448267937,0.013937334530055523
gpt2-small,das,3,1,0,64,0.001,128,56,0.013937334530055523,0.024390235543251038
gpt2-small,das,3,1,0,64,0.001,128,57,0.024390235543251038,0.013356589712202549
gpt2-small,das,3,1,0,64,0.001,128,58,0.013356589712202549,0.022067390382289886
gpt2-small,das,3,1,0,64,0.001,128,59,0.022067390382289886,0.0214866790920496
gpt2-small,das,3,1,0,64,0.001,128,60,0.0214866790920496,0.02497098036110401
gpt2-small,das,3,1,0,64,0.001,128,61,0.02497098036110401,0.02090596780180931
gpt2-small,das,3,1,0,64,0.001,128,62,0.02090596780180931,0.02090596780180931
gpt2-small,das,3,1,0,64,0.001,128,63,0.02090596780180931,0.022648101672530174
gpt2-small,das2d,3,2,0,64,0.001,128,0,0.9982578158378601,0.9790940880775452
gpt2-small,das2d,3,2,0,64,0.001,128,1,0.9790940880775452,0.9430894255638123
gpt2-small,das2d,3,2,0,64,0.001,128,2,0.9430894255638123,0.8774680495262146
gpt2-small,das2d,3,2,0,64,0.001,128,3,0.8774680495262146,0.8002322316169739
gpt2-small,das2d,3,2,0,64,0.001,128,4,0.8002322316169739,0.7166085839271545
gpt2-small,das2d,3,2,0,64,0.001,128,5,0.7166085839271545,0.6306620240211487
gpt2-small,das2d,3,2,0,64,0.001,128,6,0.6306620240211487,0.5760743618011475
gpt2-small,das2d,3,2,0,64,0.001,128,7,0.5760743618011475,0.5296167135238647
gpt2-small,das2d,3,2,0,64,0.001,128,8,0.5296167135238647,0.49767711758613586
gpt2-small,das2d,3,2,0,64,0.001,128,9,0.49767711758613586,0.48432058095932007
gpt2-small,das2d,3,2,0,64,0.001,128,10,0.48432058095932007,0.4552845358848572
gpt2-small,das2d,3,2,0,64,0.001,128,11,0.4552845358848572,0.42276424169540405
gpt2-small,das2d,3,2,0,64,0.001,128,12,0.42276424169540405,0.38327527046203613
gpt2-small,das2d,3,2,0,64,0.001,128,13,0.38327527046203613,0.3536585569381714
gpt2-small,das2d,3,2,0,64,0.001,128,14,0.3536585569381714,0.32404181361198425
gpt2-small,das2d,3,2,0,64,0.001,128,15,0.32404181361198425,0.29036006331443787
gpt2-small,das2d,3,2,0,64,0.001,128,16,0.29036006331443787,0.2700348496437073
gpt2-small,das2d,3,2,0,64,0.001,128,17,0.2700348496437073,0.24274100363254547
gpt2-small,das2d,3,2,0,64,0.001,128,18,0.24274100363254547,0.2195122241973877
gpt2-small,das2d,3,2,0,64,0.001,128,19,0.2195122241973877,0.19337981939315796
gpt2-small,das2d,3,2,0,64,0.001,128,20,0.19337981939315796,0.1718931347131729
gpt2-small,das2d,3,2,0,64,0.001,128,21,0.1718931347131729,0.14866435527801514
gpt2-small,das2d,3,2,0,64,0.001,128,22,0.14866435527801514,0.13879212737083435
gpt2-small,das2d,3,2,0,64,0.001,128,23,0.13879212737083435,0.11149827390909195
gpt2-small,das2d,3,2,0,64,0.001,128,24,0.11149827390909195,0.09930317103862762
gpt2-small,das2d,3,2,0,64,0.001,128,25,0.09930317103862762,0.08246228098869324
gpt2-small,das2d,3,2,0,64,0.001,128,26,0.08246228098869324,0.06736356019973755
gpt2-small,das2d,3,2,0,64,0.001,128,27,0.06736356019973755,0.05516839399933815
gpt2-small,das2d,3,2,0,64,0.001,128,28,0.05516839399933815,0.054006971418857574
gpt2-small,das2d,3,2,0,64,0.001,128,29,0.054006971418857574,0.038908280432224274
gpt2-small,das2d,3,2,0,64,0.001,128,30,0.038908280432224274,0.026132401078939438
gpt2-small,das2d,3,2,0,64,0.001,128,31,0.026132401078939438,0.023809557780623436
gpt2-small,das2d,3,2,0,64,0.001,128,32,0.023809557780623436,0.007549378089606762
gpt2-small,das2d,3,2,0,64,0.001,128,33,0.007549378089606762,-0.0029035890474915504
gpt2-small,das2d,3,2,0,64,0.001,128,34,-0.0029035890474915504,-0.0046457890421152115
gpt2-small,das2d,3,2,0,64,0.001,128,35,-0.0046457890421152115,-0.005807211622595787
gpt2-small,das2d,3,2,0,64,0.001,128,36,-0.005807211622595787,-0.011614389717578888
gpt2-small,das2d,3,2,0,64,0.001,128,37,-0.011614389717578888,-0.01219506748020649
gpt2-small,das2d,3,2,0,64,0.001,128,38,-0.01219506748020649,-0.022648034617304802
gpt2-small,das2d,3,2,0,64,0.001,128,39,-0.022648034617304802,-0.0255516916513443
gpt2-small,das2d,3,2,0,64,0.001,128,40,-0.0255516916513443,-0.027293823659420013
gpt2-small,das2d,3,2,0,64,0.001,128,41,-0.027293823659420013,-0.023228812962770462
gpt2-small,das2d,3,2,0,64,0.001,128,42,-0.023228812962770462,-0.026132401078939438
gpt2-small,das2d,3,2,0,64,0.001,128,43,-0.026132401078939438,-0.02845524623990059
gpt2-small,das2d,3,2,0,64,0.001,128,44,-0.02845524623990059,-0.0261323694139719
gpt2-small,das2d,3,2,0,64,0.001,128,45,-0.0261323694139719,-0.027293823659420013
gpt2-small,das2d,3,2,0,64,0.001,128,46,-0.027293823659420013,-0.029035957530140877
gpt2-small,das2d,3,2,0,64,0.001,128,47,-0.029035957530140877,-0.031358834356069565
gpt2-small,das2d,3,2,0,64,0.001,128,48,-0.031358834356069565,-0.036004625260829926
gpt2-small,das2d,3,2,0,64,0.001,128,49,-0.036004625260829926,-0.03252025693655014
gpt2-small,das2d,3,2,0,64,0.001,128,50,-0.03252025693655014,-0.031939614564180374
gpt2-small,das2d,3,2,0,64,0.001,128,51,-0.031939614564180374,-0.023228812962770462
gpt2-small,das2d,3,2,0,64,0.001,128,52,-0.023228812962770462,-0.03368174657225609
gpt2-small,das2d,3,2,0,64,0.001,128,53,-0.03368174657225609,-0.02845524623990059
gpt2-small,das2d,3,2,0,64,0.001,128,54,-0.02845524623990059,-0.034262459725141525
gpt2-small,das2d,3,2,0,64,0.001,128,55,-0.034262459725141525,-0.04006963595747948
gpt2-small,das2d,3,2,0,64,0.001,128,56,-0.04006963595747948,-0.045296136289834976
gpt2-small,das2d,3,2,0,64,0.001,128,57,-0.045296136289834976,-0.03948892652988434
gpt2-small,das2d,3,2,0,64,0.001,128,58,-0.03948892652988434,-0.03484320268034935
gpt2-small,das2d,3,2,0,64,0.001,128,59,-0.03484320268034935,-0.03310103714466095
gpt2-small,das2d,3,2,0,64,0.001,128,60,-0.03310103714466095,-0.044134680181741714
gpt2-small,das2d,3,2,0,64,0.001,128,61,-0.044134680181741714,-0.03948892652988434
gpt2-small,das2d,3,2,0,64,0.001,128,62,-0.03948892652988434,-0.041231125593185425
gpt2-small,das2d,3,2,0,64,0.001,128,63,-0.041231125593185425,-0.034262459725141525
gpt2-small,das3d,3,3,0,64,0.001,128,0,0.9994192123413086,0.9639953374862671
gpt2-small,das3d,3,3,0,64,0.001,128,1,0.9639953374862671,0.9140534400939941
gpt2-small,das3d,3,3,0,64,0.001,128,2,0.9140534400939941,0.833914041519165
gpt2-small,das3d,3,3,0,64,0.001,128,3,0.833914041519165,0.731126606464386
gpt2-small,das3d,3,3,0,64,0.001,128,4,0.731126606464386,0.6329848766326904
gpt2-small,das3d,3,3,0,64,0.001,128,5,0.6329848766326904,0.5464575886726379
gpt2-small,das3d,3,3,0,64,0.001,128,6,0.5464575886726379,0.4895470440387726
gpt2-small,das3d,3,3,0,64,0.001,128,7,0.4895470440387726,0.45354241132736206
gpt2-small,das3d,3,3,0,64,0.001,128,8,0.45354241132736206,0.4297328591346741
gpt2-small,das3d,3,3,0,64,0.001,128,9,0.4297328591346741,0.40418121218681335
gpt2-small,das3d,3,3,0,64,0.001,128,10,0.40418121218681335,0.3745644688606262
gpt2-small,das3d,3,3,0,64,0.001,128,11,0.3745644688606262,0.33391404151916504
gpt2-small,das3d,3,3,0,64,0.001,128,12,0.33391404151916504,0.30081304907798767
gpt2-small,das3d,3,3,0,64,0.001,128,13,0.30081304907798767,0.2700348496437073
gpt2-small,das3d,3,3,0,64,0.001,128,14,0.2700348496437073,0.2433217465877533
gpt2-small,das3d,3,3,0,64,0.001,128,15,0.2433217465877533,0.22183510661125183
gpt2-small,das3d,3,3,0,64,0.001,128,16,0.22183510661125183,0.1939605325460434
gpt2-small,das3d,3,3,0,64,0.001,128,17,0.1939605325460434,0.16260161995887756
gpt2-small,das3d,3,3,0,64,0.001,128,18,0.16260161995887756,0.14576080441474915
gpt2-small,das3d,3,3,0,64,0.001,128,19,0.14576080441474915,0.12020907551050186
gpt2-small,das3d,3,3,0,64,0.001,128,20,0.12020907551050186,0.09756097197532654
gpt2-small,das3d,3,3,0,64,0.001,128,21,0.09756097197532654,0.07607436180114746
gpt2-small,das3d,3,3,0,64,0.001,128,22,0.07607436180114746,0.0632985457777977
gpt2-small,das3d,3,3,0,64,0.001,128,23,0.0632985457777977,0.04123115912079811
gpt2-small,das3d,3,3,0,64,0.001,128,24,0.04123115912079811,0.03135890141129494
gpt2-small,das3d,3,3,0,64,0.001,128,25,0.03135890141129494,0.025551723316311836
gpt2-small,das3d,3,3,0,64,0.001,128,26,0.025551723316311836,0.007549378089606762
gpt2-small,das3d,3,3,0,64,0.001,128,27,0.007549378089606762,0.011614389717578888
gpt2-small,das3d,3,3,0,64,0.001,128,28,0.011614389717578888,-0.0017421335214748979
gpt2-small,das3d,3,3,0,64,0.001,128,29,-0.0017421335214748979,-0.009291478432714939
gpt2-small,das3d,3,3,0,64,0.001,128,30,-0.009291478432714939,-0.015679433941841125
gpt2-small,das3d,3,3,0,64,0.001,128,31,-0.015679433941841125,-0.015679433941841125
gpt2-small,das3d,3,3,0,64,0.001,128,32,-0.015679433941841125,-0.023228812962770462
gpt2-small,das3d,3,3,0,64,0.001,128,33,-0.023228812962770462,-0.031358834356069565
gpt2-small,das3d,3,3,0,64,0.001,128,34,-0.031358834356069565,-0.03716608136892319
gpt2-small,das3d,3,3,0,64,0.001,128,35,-0.03716608136892319,-0.03019741363823414
gpt2-small,das3d,3,3,0,64,0.001,128,36,-0.03019741363823414,-0.04006963595747948
gpt2-small,das3d,3,3,0,64,0.001,128,37,-0.04006963595747948,-0.0389082133769989
gpt2-small,das3d,3,3,0,64,0.001,128,38,-0.0389082133769989,-0.037746790796518326
gpt2-small,das3d,3,3,0,64,0.001,128,39,-0.037746790796518326,-0.044134680181741714
gpt2-small,das3d,3,3,0,64,0.001,128,40,-0.044134680181741714,-0.04471542686223984
gpt2-small,das3d,3,3,0,64,0.001,128,41,-0.04471542686223984,-0.04123105853796005
gpt2-small,das3d,3,3,0,64,0.001,128,42,-0.04123105853796005,-0.04819972440600395
gpt2-small,das3d,3,3,0,64,0.001,128,43,-0.04819972440600395,-0.047619014978408813
gpt2-small,das3d,3,3,0,64,0.001,128,44,-0.047619014978408813,-0.05923343822360039
gpt2-small,das3d,3,3,0,64,0.001,128,45,-0.05923343822360039,-0.05516839399933815
gpt2-small,das3d,3,3,0,64,0.001,128,46,-0.05516839399933815,-0.06213699281215668
gpt2-small,das3d,3,3,0,64,0.001,128,47,-0.06213699281215668,-0.06504061818122864
gpt2-small,das3d,3,3,0,64,0.001,128,48,-0.06504061818122864,-0.06562132388353348
gpt2-small,das3d,3,3,0,64,0.001,128,49,-0.06562132388353348,-0.07200928032398224
gpt2-small,das3d,3,3,0,64,0.001,128,50,-0.07200928032398224,-0.07026708126068115
gpt2-small,das3d,3,3,0,64,0.001,128,51,-0.07026708126068115,-0.07491283863782883
gpt2-small,das3d,3,3,0,64,0.001,128,52,-0.07491283863782883,-0.07955866307020187
gpt2-small,das3d,3,3,0,64,0.001,128,53,-0.07955866307020187,-0.07897788286209106
gpt2-small,das3d,3,3,0,64,0.001,128,54,-0.07897788286209106,-0.08130079507827759
gpt2-small,das3d,3,3,0,64,0.001,128,55,-0.08130079507827759,-0.08826946467161179
gpt2-small,das3d,3,3,0,64,0.001,128,56,-0.08826946467161179,-0.08826939761638641
gpt2-small,das3d,3,3,0,64,0.001,128,57,-0.08826939761638641,-0.0900115966796875
gpt2-small,das3d,3,3,0,64,0.001,128,58,-0.0900115966796875,-0.09639948606491089
gpt2-small,das3d,3,3,0,64,0.001,128,59,-0.09639948606491089,-0.10104524344205856
gpt2-small,das3d,3,3,0,64,0.001,128,60,-0.10104524344205856,-0.10046453028917313
gpt2-small,das3d,3,3,0,64,0.001,128,61,-0.10046453028917313,-0.1016259491443634
gpt2-small,das3d,3,3,0,64,0.001,128,62,-0.1016259491443634,-0.10104524344205856
gpt2-small,das3d,3,3,0,64,0.001,128,63,-0.10104524344205856,-0.10743319988250732
gpt2-small,das,4,1,0,64,0.001,128,0,0.9988386034965515,0.9976770877838135
gpt2-small,das,4,1,0,64,0.001,128,1,0.9976770877838135,0.9634146094322205
gpt2-small,das,4,1,0,64,0.001,128,2,0.9634146094322205,0.9239256381988525
gpt2-small,das,4,1,0,64,0.001,128,3,0.9239256381988525,0.8623693585395813
gpt2-small,das,4,1,0,64,0.001,128,4,0.8623693585395813,0.775842010974884
gpt2-small,das,4,1,0,64,0.001,128,5,0.775842010974884,0.6823461651802063
gpt2-small,das,4,1,0,64,0.001,128,6,0.6823461651802063,0.5934959053993225
gpt2-small,das,4,1,0,64,0.001,128,7,0.5934959053993225,0.5255516767501831
gpt2-small,das,4,1,0,64,0.001,128,8,0.5255516767501831,0.4796748161315918
gpt2-small,das,4,1,0,64,0.001,128,9,0.4796748161315918,0.45005807280540466
gpt2-small,das,4,1,0,64,0.001,128,10,0.45005807280540466,0.4372822344303131
gpt2-small,das,4,1,0,64,0.001,128,11,0.4372822344303131,0.4233449697494507
gpt2-small,das,4,1,0,64,0.001,128,12,0.4233449697494507,0.4030197560787201
gpt2-small,das,4,1,0,64,0.001,128,13,0.4030197560787201,0.38153308629989624
gpt2-small,das,4,1,0,64,0.001,128,14,0.38153308629989624,0.3519164025783539
gpt2-small,das,4,1,0,64,0.001,128,15,0.3519164025783539,0.31707319617271423
gpt2-small,das,4,1,0,64,0.001,128,16,0.31707319617271423,0.2979094088077545
gpt2-small,das,4,1,0,64,0.001,128,17,0.2979094088077545,0.2752613425254822
gpt2-small,das,4,1,0,64,0.001,128,18,0.2752613425254822,0.25087109208106995
gpt2-small,das,4,1,0,64,0.001,128,19,0.25087109208106995,0.2229965478181839
gpt2-small,das,4,1,0,64,0.001,128,20,0.2229965478181839,0.2044134885072708
gpt2-small,das,4,1,0,64,0.001,128,21,0.2044134885072708,0.18524973094463348
gpt2-small,das,4,1,0,64,0.001,128,22,0.18524973094463348,0.16550524532794952
gpt2-small,das,4,1,0,64,0.001,128,23,0.16550524532794952,0.14459934830665588
gpt2-small,das,4,1,0,64,0.001,128,24,0.14459934830665588,0.13995355367660522
gpt2-small,das,4,1,0,64,0.001,128,25,0.13995355367660522,0.11265973001718521
gpt2-small,das,4,1,0,64,0.001,128,26,0.11265973001718521,0.10975614190101624
gpt2-small,das,4,1,0,64,0.001,128,27,0.10975614190101624,0.09059237688779831
gpt2-small,das,4,1,0,64,0.001,128,28,0.09059237688779831,0.08072008192539215
gpt2-small,das,4,1,0,64,0.001,128,29,0.08072008192539215,0.06562139093875885
gpt2-small,das,4,1,0,64,0.001,128,30,0.06562139093875885,0.06329848617315292
gpt2-small,das,4,1,0,64,0.001,128,31,0.06329848617315292,0.04878053814172745
gpt2-small,das,4,1,0,64,0.001,128,32,0.04878053814172745,0.03716608136892319
gpt2-small,das,4,1,0,64,0.001,128,33,0.03716608136892319,0.033681780099868774
gpt2-small,das,4,1,0,64,0.001,128,34,0.033681780099868774,0.025551723316311836
gpt2-small,das,4,1,0,64,0.001,128,35,0.025551723316311836,0.016840923577547073
gpt2-small,das,4,1,0,64,0.001,128,36,0.016840923577547073,0.007549378089606762
gpt2-small,das,4,1,0,64,0.001,128,37,0.007549378089606762,-0.0017421335214748979
gpt2-small,das,4,1,0,64,0.001,128,38,-0.0017421335214748979,-0.006387922912836075
gpt2-small,das,4,1,0,64,0.001,128,39,-0.006387922912836075,-0.008710800670087337
gpt2-small,das,4,1,0,64,0.001,128,40,-0.008710800670087337,-0.014518012292683125
gpt2-small,das,4,1,0,64,0.001,128,41,-0.014518012292683125,-0.025551658123731613
gpt2-small,das,4,1,0,64,0.001,128,42,-0.025551658123731613,-0.03019741363823414
gpt2-small,das,4,1,0,64,0.001,128,43,-0.03019741363823414,-0.031358834356069565
gpt2-small,das,4,1,0,64,0.001,128,44,-0.031358834356069565,-0.043553970754146576
gpt2-small,das,4,1,0,64,0.001,128,45,-0.043553970754146576,-0.047619014978408813
gpt2-small,das,4,1,0,64,0.001,128,46,-0.047619014978408813,-0.050522636622190475
gpt2-small,das,4,1,0,64,0.001,128,47,-0.050522636622190475,-0.05110334977507591
gpt2-small,das,4,1,0,64,0.001,128,48,-0.05110334977507591,-0.06271777302026749
gpt2-small,das,4,1,0,64,0.001,128,49,-0.06271777302026749,-0.06678281724452972
gpt2-small,das,4,1,0,64,0.001,128,50,-0.06678281724452972,-0.0644599050283432
gpt2-small,das,4,1,0,64,0.001,128,51,-0.0644599050283432,-0.0644599050283432
gpt2-small,das,4,1,0,64,0.001,128,52,-0.0644599050283432,-0.06620203703641891
gpt2-small,das,4,1,0,64,0.001,128,53,-0.06620203703641891,-0.06910566240549088
gpt2-small,das,4,1,0,64,0.001,128,54,-0.06910566240549088,-0.06968643516302109
gpt2-small,das,4,1,0,64,0.001,128,55,-0.06968643516302109,-0.07084786146879196
gpt2-small,das,4,1,0,64,0.001,128,56,-0.07084786146879196,-0.0714285746216774
gpt2-small,das,4,1,0,64,0.001,128,57,-0.0714285746216774,-0.07258999347686768
gpt2-small,das,4,1,0,64,0.001,128,58,-0.07258999347686768,-0.07200928032398224
gpt2-small,das,4,1,0,64,0.001,128,59,-0.07200928032398224,-0.06562139093875885
gpt2-small,das,4,1,0,64,0.001,128,60,-0.06562139093875885,-0.06852488219738007
gpt2-small,das,4,1,0,64,0.001,128,61,-0.06852488219738007,-0.06968643516302109
gpt2-small,das,4,1,0,64,0.001,128,62,-0.06968643516302109,-0.0830429270863533
gpt2-small,das,4,1,0,64,0.001,128,63,-0.0830429270863533,-0.07375141978263855
gpt2-small,das2d,4,2,0,64,0.001,128,0,0.9970963597297668,0.972706139087677
gpt2-small,das2d,4,2,0,64,0.001,128,1,0.972706139087677,0.9291521310806274
gpt2-small,das2d,4,2,0,64,0.001,128,2,0.9291521310806274,0.857723593711853
gpt2-small,das2d,4,2,0,64,0.001,128,3,0.857723593711853,0.7816492319107056
gpt2-small,das2d,4,2,0,64,0.001,128,4,0.7816492319107056,0.6904761791229248
gpt2-small,das2d,4,2,0,64,0.001,128,5,0.6904761791229248,0.6091753244400024
gpt2-small,das2d,4,2,0,64,0.001,128,6,0.6091753244400024,0.5423925518989563
gpt2-small,das2d,4,2,0,64,0.001,128,7,0.5423925518989563,0.4947735369205475
gpt2-small,das2d,4,2,0,64,0.001,128,8,0.4947735369205475,0.462253212928772
gpt2-small,das2d,4,2,0,64,0.001,128,9,0.462253212928772,0.4337978959083557
gpt2-small,das2d,4,2,0,64,0.001,128,10,0.4337978959083557,0.4099884033203125
gpt2-small,das2d,4,2,0,64,0.001,128,11,0.4099884033203125,0.3774680495262146
gpt2-small,das2d,4,2,0,64,0.001,128,12,0.3774680495262146,0.34262484312057495
gpt2-small,das2d,4,2,0,64,0.001,128,13,0.34262484312057495,0.3031359016895294
gpt2-small,das2d,4,2,0,64,0.001,128,14,0.3031359016895294,0.2648083567619324
gpt2-small,das2d,4,2,0,64,0.001,128,15,0.2648083567619324,0.22590015828609467
gpt2-small,das2d,4,2,0,64,0.001,128,16,0.22590015828609467,0.2044134885072708
gpt2-small,das2d,4,2,0,64,0.001,128,17,0.2044134885072708,0.16957029700279236
gpt2-small,das2d,4,2,0,64,0.001,128,18,0.16957029700279236,0.15563298761844635
gpt2-small,das2d,4,2,0,64,0.001,128,19,0.15563298761844635,0.1277584582567215
gpt2-small,das2d,4,2,0,64,0.001,128,20,0.1277584582567215,0.10569106042385101
gpt2-small,das2d,4,2,0,64,0.001,128,21,0.10569106042385101,0.08478516340255737
gpt2-small,das2d,4,2,0,64,0.001,128,22,0.08478516340255737,0.0696864053606987
gpt2-small,das2d,4,2,0,64,0.001,128,23,0.0696864053606987,0.04645765945315361
gpt2-small,das2d,4,2,0,64,0.001,128,24,0.04645765945315361,0.03019748069345951
gpt2-small,das2d,4,2,0,64,0.001,128,25,0.03019748069345951,0.023228812962770462
gpt2-small,das2d,4,2,0,64,0.001,128,26,0.023228812962770462,0.0017421668162569404
gpt2-small,das2d,4,2,0,64,0.001,128,27,0.0017421668162569404,-0.004065011627972126
gpt2-small,das2d,4,2,0,64,0.001,128,28,-0.004065011627972126,-0.01858302392065525
gpt2-small,das2d,4,2,0,64,0.001,128,29,-0.01858302392065525,-0.026713112369179726
gpt2-small,das2d,4,2,0,64,0.001,128,30,-0.026713112369179726,-0.04181183502078056
gpt2-small,das2d,4,2,0,64,0.001,128,31,-0.04181183502078056,-0.04878043755888939
gpt2-small,das2d,4,2,0,64,0.001,128,32,-0.04878043755888939,-0.050522636622190475
gpt2-small,das2d,4,2,0,64,0.001,128,33,-0.050522636622190475,-0.06562132388353348
gpt2-small,das2d,4,2,0,64,0.001,128,34,-0.06562132388353348,-0.06852488219738007
gpt2-small,das2d,4,2,0,64,0.001,128,35,-0.06852488219738007,-0.07084786146879196
gpt2-small,das2d,4,2,0,64,0.001,128,36,-0.07084786146879196,-0.08072008192539215
gpt2-small,das2d,4,2,0,64,0.001,128,37,-0.08072008192539215,-0.09059230983257294
gpt2-small,das2d,4,2,0,64,0.001,128,38,-0.09059230983257294,-0.09059230983257294
gpt2-small,das2d,4,2,0,64,0.001,128,39,-0.09059230983257294,-0.08826946467161179
gpt2-small,das2d,4,2,0,64,0.001,128,40,-0.08826946467161179,-0.09756097197532654
gpt2-small,das2d,4,2,0,64,0.001,128,41,-0.09756097197532654,-0.09581883996725082
gpt2-small,das2d,4,2,0,64,0.001,128,42,-0.09581883996725082,-0.09639948606491089
gpt2-small,das2d,4,2,0,64,0.001,128,43,-0.09639948606491089,-0.10452964156866074
gpt2-small,das2d,4,2,0,64,0.001,128,44,-0.10452964156866074,-0.10627177357673645
gpt2-small,das2d,4,2,0,64,0.001,128,45,-0.10627177357673645,-0.10801390558481216
gpt2-small,das2d,4,2,0,64,0.001,128,46,-0.10801390558481216,-0.10627177357673645
gpt2-small,das2d,4,2,0,64,0.001,128,47,-0.10627177357673645,-0.11382115632295609
gpt2-small,das2d,4,2,0,64,0.001,128,48,-0.11382115632295609,-0.1155632883310318
gpt2-small,das2d,4,2,0,64,0.001,128,49,-0.1155632883310318,-0.11672470718622208
gpt2-small,das2d,4,2,0,64,0.001,128,50,-0.11672470718622208,-0.11672470718622208
gpt2-small,das2d,4,2,0,64,0.001,128,51,-0.11672470718622208,-0.11962833255529404
gpt2-small,das2d,4,2,0,64,0.001,128,52,-0.11962833255529404,-0.12020904570817947
gpt2-small,das2d,4,2,0,64,0.001,128,53,-0.12020904570817947,-0.12601621448993683
gpt2-small,das2d,4,2,0,64,0.001,128,54,-0.12601621448993683,-0.12311266362667084
gpt2-small,das2d,4,2,0,64,0.001,128,55,-0.12311266362667084,-0.11962833255529404
gpt2-small,das2d,4,2,0,64,0.001,128,56,-0.11962833255529404,-0.12543551623821259
gpt2-small,das2d,4,2,0,64,0.001,128,57,-0.12543551623821259,-0.12601621448993683
gpt2-small,das2d,4,2,0,64,0.001,128,58,-0.12601621448993683,-0.12311266362667084
gpt2-small,das2d,4,2,0,64,0.001,128,59,-0.12311266362667084,-0.1289198398590088
gpt2-small,das2d,4,2,0,64,0.001,128,60,-0.1289198398590088,-0.13588844239711761
gpt2-small,das2d,4,2,0,64,0.001,128,61,-0.13588844239711761,-0.12601621448993683
gpt2-small,das2d,4,2,0,64,0.001,128,62,-0.12601621448993683,-0.13588844239711761
gpt2-small,das2d,4,2,0,64,0.001,128,63,-0.13588844239711761,-0.1271776407957077
gpt2-small,das3d,4,3,0,64,0.001,128,0,0.9924506545066833,0.9541230797767639
gpt2-small,das3d,4,3,0,64,0.001,128,1,0.9541230797767639,0.891986072063446
gpt2-small,das3d,4,3,0,64,0.001,128,2,0.891986072063446,0.7996515035629272
gpt2-small,das3d,4,3,0,64,0.001,128,3,0.7996515035629272,0.6991869807243347
gpt2-small,das3d,4,3,0,64,0.001,128,4,0.6991869807243347,0.5952381491661072
gpt2-small,das3d,4,3,0,64,0.001,128,5,0.5952381491661072,0.5197444558143616
gpt2-small,das3d,4,3,0,64,0.001,128,6,0.5197444558143616,0.4552845358848572
gpt2-small,das3d,4,3,0,64,0.001,128,7,0.4552845358848572,0.4169570505619049
gpt2-small,das3d,4,3,0,64,0.001,128,8,0.4169570505619049,0.3873403072357178
gpt2-small,das3d,4,3,0,64,0.001,128,9,0.3873403072357178,0.35830432176589966
gpt2-small,das3d,4,3,0,64,0.001,128,10,0.35830432176589966,0.32752615213394165
gpt2-small,das3d,4,3,0,64,0.001,128,11,0.32752615213394165,0.28687575459480286
gpt2-small,das3d,4,3,0,64,0.001,128,12,0.28687575459480286,0.25261327624320984
gpt2-small,das3d,4,3,0,64,0.001,128,13,0.25261327624320984,0.2142857164144516
gpt2-small,das3d,4,3,0,64,0.001,128,14,0.2142857164144516,0.18350756168365479
gpt2-small,das3d,4,3,0,64,0.001,128,15,0.18350756168365479,0.14750292897224426
gpt2-small,das3d,4,3,0,64,0.001,128,16,0.14750292897224426,0.1225319504737854
gpt2-small,das3d,4,3,0,64,0.001,128,17,0.1225319504737854,0.09639955312013626
gpt2-small,das3d,4,3,0,64,0.001,128,18,0.09639955312013626,0.0696864053606987
gpt2-small,das3d,4,3,0,64,0.001,128,19,0.0696864053606987,0.048199791461229324
gpt2-small,das3d,4,3,0,64,0.001,128,20,0.048199791461229324,0.027874568477272987
gpt2-small,das3d,4,3,0,64,0.001,128,21,0.027874568477272987,0.022067390382289886
gpt2-small,das3d,4,3,0,64,0.001,128,22,0.022067390382289886,-0.000580711173824966
gpt2-small,das3d,4,3,0,64,0.001,128,23,-0.000580711173824966,-0.019744480028748512
gpt2-small,das3d,4,3,0,64,0.001,128,24,-0.019744480028748512,-0.023228812962770462
gpt2-small,das3d,4,3,0,64,0.001,128,25,-0.023228812962770462,-0.03252032399177551
gpt2-small,das3d,4,3,0,64,0.001,128,26,-0.03252032399177551,-0.04703827202320099
gpt2-small,das3d,4,3,0,64,0.001,128,27,-0.04703827202320099,-0.053426194936037064
