model,method,layer,subspace_dimension,seed,epochs,learning_rate,batch_size,epoch,train_loss,evaluation_loss
qwen-0.6b,das2d,0,2,0,64,0.001,128,0,0.9997261166572571,0.9985848069190979
qwen-0.6b,das2d,0,2,0,64,0.001,128,1,0.9985848069190979,0.9823336601257324
qwen-0.6b,das2d,0,2,0,64,0.001,128,2,0.9823336601257324,0.9543960690498352
qwen-0.6b,das2d,0,2,0,64,0.001,128,3,0.9543960690498352,0.9050487875938416
qwen-0.6b,das2d,0,2,0,64,0.001,128,4,0.9050487875938416,0.8362091779708862
qwen-0.6b,das2d,0,2,0,64,0.001,128,5,0.8362091779708862,0.7701999545097351
qwen-0.6b,das2d,0,2,0,64,0.001,128,6,0.7701999545097351,0.7183420062065125
qwen-0.6b,das2d,0,2,0,64,0.001,128,7,0.7183420062065125,0.6803158521652222
qwen-0.6b,das2d,0,2,0,64,0.001,128,8,0.6803158521652222,0.6510087847709656
qwen-0.6b,das2d,0,2,0,64,0.001,128,9,0.6510087847709656,0.6256732940673828
qwen-0.6b,das2d,0,2,0,64,0.001,128,10,0.6256732940673828,0.5977814197540283
qwen-0.6b,das2d,0,2,0,64,0.001,128,11,0.5977814197540283,0.5823062062263489
qwen-0.6b,das2d,0,2,0,64,0.001,128,12,0.5823062062263489,0.5675157308578491
qwen-0.6b,das2d,0,2,0,64,0.001,128,13,0.5675157308578491,0.5477951169013977
qwen-0.6b,das2d,0,2,0,64,0.001,128,14,0.5477951169013977,0.516662061214447
qwen-0.6b,das2d,0,2,0,64,0.001,128,15,0.516662061214447,0.4931069016456604
qwen-0.6b,das2d,0,2,0,64,0.001,128,16,0.4931069016456604,0.4755774438381195
qwen-0.6b,das2d,0,2,0,64,0.001,128,17,0.4755774438381195,0.45905229449272156
qwen-0.6b,das2d,0,2,0,64,0.001,128,18,0.45905229449272156,0.4452204704284668
qwen-0.6b,das2d,0,2,0,64,0.001,128,19,0.4452204704284668,0.4339906871318817
qwen-0.6b,das2d,0,2,0,64,0.001,128,20,0.4339906871318817,0.4145439565181732
qwen-0.6b,das2d,0,2,0,64,0.001,128,21,0.4145439565181732,0.40778782963752747
qwen-0.6b,das2d,0,2,0,64,0.001,128,22,0.40778782963752747,0.3997534513473511
qwen-0.6b,das2d,0,2,0,64,0.001,128,23,0.3997534513473511,0.3845065236091614
qwen-0.6b,das2d,0,2,0,64,0.001,128,24,0.3845065236091614,0.37820690870285034
qwen-0.6b,das2d,0,2,0,64,0.001,128,25,0.37820690870285034,0.3669314384460449
qwen-0.6b,das2d,0,2,0,64,0.001,128,26,0.3669314384460449,0.36286863684654236
qwen-0.6b,das2d,0,2,0,64,0.001,128,27,0.36286863684654236,0.35953620076179504
qwen-0.6b,das2d,0,2,0,64,0.001,128,28,0.35953620076179504,0.34880852699279785
qwen-0.6b,das2d,0,2,0,64,0.001,128,29,0.34880852699279785,0.34520223736763
qwen-0.6b,das2d,0,2,0,64,0.001,128,30,0.34520223736763,0.33693966269493103
qwen-0.6b,das2d,0,2,0,64,0.001,128,31,0.33693966269493103,0.33479413390159607
qwen-0.6b,das2d,0,2,0,64,0.001,128,32,0.33479413390159607,0.3293161690235138
qwen-0.6b,das2d,0,2,0,64,0.001,128,33,0.3293161690235138,0.32228612899780273
qwen-0.6b,das2d,0,2,0,64,0.001,128,34,0.32228612899780273,0.3169451355934143
qwen-0.6b,das2d,0,2,0,64,0.001,128,35,0.3169451355934143,0.3141605257987976
qwen-0.6b,das2d,0,2,0,64,0.001,128,36,0.3141605257987976,0.31269973516464233
qwen-0.6b,das2d,0,2,0,64,0.001,128,37,0.31269973516464233,0.31037160754203796
qwen-0.6b,das2d,0,2,0,64,0.001,128,38,0.31037160754203796,0.3077695667743683
qwen-0.6b,das2d,0,2,0,64,0.001,128,39,0.3077695667743683,0.3050762414932251
qwen-0.6b,das2d,0,2,0,64,0.001,128,40,0.3050762414932251,0.3007395267486572
qwen-0.6b,das2d,0,2,0,64,0.001,128,41,0.3007395267486572,0.2985483407974243
qwen-0.6b,das2d,0,2,0,64,0.001,128,42,0.2985483407974243,0.30041998624801636
qwen-0.6b,das2d,0,2,0,64,0.001,128,43,0.30041998624801636,0.29553544521331787
qwen-0.6b,das2d,0,2,0,64,0.001,128,44,0.29553544521331787,0.2932073473930359
qwen-0.6b,das2d,0,2,0,64,0.001,128,45,0.2932073473930359,0.2925226092338562
qwen-0.6b,das2d,0,2,0,64,0.001,128,46,0.2925226092338562,0.2911987602710724
qwen-0.6b,das2d,0,2,0,64,0.001,128,47,0.2911987602710724,0.2894640564918518
qwen-0.6b,das2d,0,2,0,64,0.001,128,48,0.2894640564918518,0.28923583030700684
qwen-0.6b,das2d,0,2,0,64,0.001,128,49,0.28923583030700684,0.2870902717113495
qwen-0.6b,das2d,0,2,0,64,0.001,128,50,0.2870902717113495,0.2857208251953125
qwen-0.6b,das2d,0,2,0,64,0.001,128,51,0.2857208251953125,0.2853555977344513
qwen-0.6b,das2d,0,2,0,64,0.001,128,52,0.2853555977344513,0.2838035225868225
qwen-0.6b,das2d,0,2,0,64,0.001,128,53,0.2838035225868225,0.28289052844047546
qwen-0.6b,das2d,0,2,0,64,0.001,128,54,0.28289052844047546,0.2806536853313446
qwen-0.6b,das2d,0,2,0,64,0.001,128,55,0.2806536853313446,0.2797863483428955
qwen-0.6b,das2d,0,2,0,64,0.001,128,56,0.2797863483428955,0.27896466851234436
qwen-0.6b,das2d,0,2,0,64,0.001,128,57,0.27896466851234436,0.2765452265739441
qwen-0.6b,das2d,0,2,0,64,0.001,128,58,0.2765452265739441,0.2769104242324829
qwen-0.6b,das2d,0,2,0,64,0.001,128,59,0.2769104242324829,0.27608874440193176
qwen-0.6b,das2d,0,2,0,64,0.001,128,60,0.27608874440193176,0.27303022146224976
qwen-0.6b,das2d,0,2,0,64,0.001,128,61,0.27303022146224976,0.27248242497444153
qwen-0.6b,das2d,0,2,0,64,0.001,128,62,0.27248242497444153,0.2720259428024292
qwen-0.6b,das2d,0,2,0,64,0.001,128,63,0.2720259428024292,0.2707933783531189
qwen-0.6b,das3d,0,3,0,64,0.001,128,0,1.0010042190551758,0.9977174997329712
qwen-0.6b,das3d,0,3,0,64,0.001,128,1,0.9977174997329712,0.9818770885467529
qwen-0.6b,das3d,0,3,0,64,0.001,128,2,0.9818770885467529,0.9512918591499329
qwen-0.6b,das3d,0,3,0,64,0.001,128,3,0.9512918591499329,0.9014424681663513
qwen-0.6b,das3d,0,3,0,64,0.001,128,4,0.9014424681663513,0.8367569446563721
qwen-0.6b,das3d,0,3,0,64,0.001,128,5,0.8367569446563721,0.7728931903839111
qwen-0.6b,das3d,0,3,0,64,0.001,128,6,0.7728931903839111,0.7113576531410217
qwen-0.6b,das3d,0,3,0,64,0.001,128,7,0.7113576531410217,0.6638820171356201
qwen-0.6b,das3d,0,3,0,64,0.001,128,8,0.6638820171356201,0.6277275681495667
qwen-0.6b,das3d,0,3,0,64,0.001,128,9,0.6277275681495667,0.6012507677078247
qwen-0.6b,das3d,0,3,0,64,0.001,128,10,0.6012507677078247,0.5906144380569458
qwen-0.6b,das3d,0,3,0,64,0.001,128,11,0.5906144380569458,0.5787455439567566
qwen-0.6b,das3d,0,3,0,64,0.001,128,12,0.5787455439567566,0.5631333589553833
qwen-0.6b,das3d,0,3,0,64,0.001,128,13,0.5631333589553833,0.5425910353660583
qwen-0.6b,das3d,0,3,0,64,0.001,128,14,0.5425910353660583,0.5150643587112427
qwen-0.6b,das3d,0,3,0,64,0.001,128,15,0.5150643587112427,0.48635077476501465
qwen-0.6b,das3d,0,3,0,64,0.001,128,16,0.48635077476501465,0.45380258560180664
qwen-0.6b,das3d,0,3,0,64,0.001,128,17,0.45380258560180664,0.43517759442329407
qwen-0.6b,das3d,0,3,0,64,0.001,128,18,0.43517759442329407,0.4113941192626953
qwen-0.6b,das3d,0,3,0,64,0.001,128,19,0.4113941192626953,0.4033598005771637
qwen-0.6b,das3d,0,3,0,64,0.001,128,20,0.4033598005771637,0.38719987869262695
qwen-0.6b,das3d,0,3,0,64,0.001,128,21,0.38719987869262695,0.3798958957195282
qwen-0.6b,das3d,0,3,0,64,0.001,128,22,0.3798958957195282,0.3763352334499359
qwen-0.6b,das3d,0,3,0,64,0.001,128,23,0.3763352334499359,0.36880308389663696
qwen-0.6b,das3d,0,3,0,64,0.001,128,24,0.36880308389663696,0.35414955019950867
qwen-0.6b,das3d,0,3,0,64,0.001,128,25,0.35414955019950867,0.34533917903900146
qwen-0.6b,das3d,0,3,0,64,0.001,128,26,0.34533917903900146,0.3284488022327423
qwen-0.6b,das3d,0,3,0,64,0.001,128,27,0.3284488022327423,0.3210535943508148
qwen-0.6b,das3d,0,3,0,64,0.001,128,28,0.3210535943508148,0.31233450770378113
qwen-0.6b,das3d,0,3,0,64,0.001,128,29,0.31233450770378113,0.3054414391517639
qwen-0.6b,das3d,0,3,0,64,0.001,128,30,0.3054414391517639,0.3013329803943634
qwen-0.6b,das3d,0,3,0,64,0.001,128,31,0.3013329803943634,0.2958093583583832
qwen-0.6b,das3d,0,3,0,64,0.001,128,32,0.2958093583583832,0.28836849331855774
qwen-0.6b,das3d,0,3,0,64,0.001,128,33,0.28836849331855774,0.28339266777038574
qwen-0.6b,das3d,0,3,0,64,0.001,128,34,0.28339266777038574,0.27754953503608704
qwen-0.6b,das3d,0,3,0,64,0.001,128,35,0.27754953503608704,0.2738519012928009
qwen-0.6b,das3d,0,3,0,64,0.001,128,36,0.2738519012928009,0.2702912390232086
qwen-0.6b,das3d,0,3,0,64,0.001,128,37,0.2702912390232086,0.2672327160835266
qwen-0.6b,das3d,0,3,0,64,0.001,128,38,0.2672327160835266,0.25992879271507263
qwen-0.6b,das3d,0,3,0,64,0.001,128,39,0.25992879271507263,0.2566876709461212
qwen-0.6b,das3d,0,3,0,64,0.001,128,40,0.2566876709461212,0.2536291480064392
qwen-0.6b,das3d,0,3,0,64,0.001,128,41,0.2536291480064392,0.250935822725296
qwen-0.6b,das3d,0,3,0,64,0.001,128,42,0.250935822725296,0.24532093107700348
qwen-0.6b,das3d,0,3,0,64,0.001,128,43,0.24532093107700348,0.24431665241718292
qwen-0.6b,das3d,0,3,0,64,0.001,128,44,0.24431665241718292,0.24144069850444794
qwen-0.6b,das3d,0,3,0,64,0.001,128,45,0.24144069850444794,0.23861044645309448
qwen-0.6b,das3d,0,3,0,64,0.001,128,46,0.23861044645309448,0.23568885028362274
qwen-0.6b,das3d,0,3,0,64,0.001,128,47,0.23568885028362274,0.23317813873291016
qwen-0.6b,das3d,0,3,0,64,0.001,128,48,0.23317813873291016,0.2318999469280243
qwen-0.6b,das3d,0,3,0,64,0.001,128,49,0.2318999469280243,0.23039351403713226
qwen-0.6b,das3d,0,3,0,64,0.001,128,50,0.23039351403713226,0.22642196714878082
qwen-0.6b,das3d,0,3,0,64,0.001,128,51,0.22642196714878082,0.2245960235595703
qwen-0.6b,das3d,0,3,0,64,0.001,128,52,0.2245960235595703,0.22377432882785797
qwen-0.6b,das3d,0,3,0,64,0.001,128,53,0.22377432882785797,0.22062449157238007
qwen-0.6b,das3d,0,3,0,64,0.001,128,54,0.22062449157238007,0.2203962355852127
qwen-0.6b,das3d,0,3,0,64,0.001,128,55,0.2203962355852127,0.21660731732845306
qwen-0.6b,das3d,0,3,0,64,0.001,128,56,0.21660731732845306,0.21304666996002197
qwen-0.6b,das3d,0,3,0,64,0.001,128,57,0.21304666996002197,0.2127271145582199
qwen-0.6b,das3d,0,3,0,64,0.001,128,58,0.2127271145582199,0.2104445993900299
qwen-0.6b,das3d,0,3,0,64,0.001,128,59,0.2104445993900299,0.20898385345935822
qwen-0.6b,das3d,0,3,0,64,0.001,128,60,0.20898385345935822,0.20377978682518005
qwen-0.6b,das3d,0,3,0,64,0.001,128,61,0.20377978682518005,0.20245593786239624
qwen-0.6b,das3d,0,3,0,64,0.001,128,62,0.20245593786239624,0.2011321485042572
qwen-0.6b,das3d,0,3,0,64,0.001,128,63,0.2011321485042572,0.19793666899204254
qwen-0.6b,das,1,1,0,64,0.001,128,0,0.9992696046829224,0.9884049892425537
qwen-0.6b,das,1,1,0,64,0.001,128,1,0.9884049892425537,0.9673604965209961
qwen-0.6b,das,1,1,0,64,0.001,128,2,0.9673604965209961,0.9320733547210693
qwen-0.6b,das,1,1,0,64,0.001,128,3,0.9320733547210693,0.8701268434524536
qwen-0.6b,das,1,1,0,64,0.001,128,4,0.8701268434524536,0.8229708671569824
qwen-0.6b,das,1,1,0,64,0.001,128,5,0.8229708671569824,0.7886880040168762
qwen-0.6b,das,1,1,0,64,0.001,128,6,0.7886880040168762,0.7510271072387695
qwen-0.6b,das,1,1,0,64,0.001,128,7,0.7510271072387695,0.7142791748046875
qwen-0.6b,das,1,1,0,64,0.001,128,8,0.7142791748046875,0.7004929780960083
qwen-0.6b,das,1,1,0,64,0.001,128,9,0.7004929780960083,0.6941477656364441
qwen-0.6b,das,1,1,0,64,0.001,128,10,0.6941477656364441,0.6855655908584595
qwen-0.6b,das,1,1,0,64,0.001,128,11,0.6855655908584595,0.674290120601654
qwen-0.6b,das,1,1,0,64,0.001,128,12,0.674290120601654,0.6518761515617371
qwen-0.6b,das,1,1,0,64,0.001,128,13,0.6518761515617371,0.6384095549583435
qwen-0.6b,das,1,1,0,64,0.001,128,14,0.6384095549583435,0.6276819109916687
qwen-0.6b,das,1,1,0,64,0.001,128,15,0.6276819109916687,0.6094676852226257
qwen-0.6b,das,1,1,0,64,0.001,128,16,0.6094676852226257,0.5817583799362183
qwen-0.6b,das,1,1,0,64,0.001,128,17,0.5817583799362183,0.5660092830657959
qwen-0.6b,das,1,1,0,64,0.001,128,18,0.5660092830657959,0.5467907786369324
qwen-0.6b,das,1,1,0,64,0.001,128,19,0.5467907786369324,0.5397607684135437
qwen-0.6b,das,1,1,0,64,0.001,128,20,0.5397607684135437,0.5316808223724365
qwen-0.6b,das,1,1,0,64,0.001,128,21,0.5316808223724365,0.5258376598358154
qwen-0.6b,das,1,1,0,64,0.001,128,22,0.5258376598358154,0.5153382420539856
qwen-0.6b,das,1,1,0,64,0.001,128,23,0.5153382420539856,0.5064822435379028
qwen-0.6b,das,1,1,0,64,0.001,128,24,0.5064822435379028,0.4996348023414612
qwen-0.6b,das,1,1,0,64,0.001,128,25,0.4996348023414612,0.4921482801437378
qwen-0.6b,das,1,1,0,64,0.001,128,26,0.4921482801437378,0.48443347215652466
qwen-0.6b,das,1,1,0,64,0.001,128,27,0.48443347215652466,0.4780425429344177
qwen-0.6b,das,1,1,0,64,0.001,128,28,0.4780425429344177,0.4719254970550537
qwen-0.6b,das,1,1,0,64,0.001,128,29,0.4719254970550537,0.46950608491897583
qwen-0.6b,das,1,1,0,64,0.001,128,30,0.46950608491897583,0.46900391578674316
qwen-0.6b,das,1,1,0,64,0.001,128,31,0.46900391578674316,0.4631151258945465
qwen-0.6b,das,1,1,0,64,0.001,128,32,0.4631151258945465,0.45914360880851746
qwen-0.6b,das,1,1,0,64,0.001,128,33,0.45914360880851746,0.45530903339385986
qwen-0.6b,das,1,1,0,64,0.001,128,34,0.45530903339385986,0.4532547891139984
qwen-0.6b,das,1,1,0,64,0.001,128,35,0.4532547891139984,0.44718343019485474
qwen-0.6b,das,1,1,0,64,0.001,128,36,0.44718343019485474,0.4445357322692871
qwen-0.6b,das,1,1,0,64,0.001,128,37,0.4445357322692871,0.4427097737789154
qwen-0.6b,das,1,1,0,64,0.001,128,38,0.4427097737789154,0.4404272735118866
qwen-0.6b,das,1,1,0,64,0.001,128,39,0.4404272735118866,0.43672963976860046
qwen-0.6b,das,1,1,0,64,0.001,128,40,0.43672963976860046,0.4291061758995056
qwen-0.6b,das,1,1,0,64,0.001,128,41,0.4291061758995056,0.43088647723197937
qwen-0.6b,das,1,1,0,64,0.001,128,42,0.43088647723197937,0.4305669367313385
qwen-0.6b,das,1,1,0,64,0.001,128,43,0.4305669367313385,0.4265498220920563
qwen-0.6b,das,1,1,0,64,0.001,128,44,0.4265498220920563,0.4229891300201416
qwen-0.6b,das,1,1,0,64,0.001,128,45,0.4229891300201416,0.42791926860809326
qwen-0.6b,das,1,1,0,64,0.001,128,46,0.42791926860809326,0.4215739965438843
qwen-0.6b,das,1,1,0,64,0.001,128,47,0.4215739965438843,0.4202958047389984
qwen-0.6b,das,1,1,0,64,0.001,128,48,0.4202958047389984,0.4216653108596802
qwen-0.6b,das,1,1,0,64,0.001,128,49,0.4216653108596802,0.4183785021305084
qwen-0.6b,das,1,1,0,64,0.001,128,50,0.4183785021305084,0.4204327464103699
qwen-0.6b,das,1,1,0,64,0.001,128,51,0.4204327464103699,0.421071857213974
qwen-0.6b,das,1,1,0,64,0.001,128,52,0.421071857213974,0.42148271203041077
qwen-0.6b,das,1,1,0,64,0.001,128,53,0.42148271203041077,0.421071857213974
qwen-0.6b,das,1,1,0,64,0.001,128,54,0.421071857213974,0.4184698164463043
qwen-0.6b,das,1,1,0,64,0.001,128,55,0.4184698164463043,0.41664382815361023
qwen-0.6b,das,1,1,0,64,0.001,128,56,0.41664382815361023,0.4143613576889038
qwen-0.6b,das,1,1,0,64,0.001,128,57,0.4143613576889038,0.41641560196876526
qwen-0.6b,das,1,1,0,64,0.001,128,58,0.41641560196876526,0.4148634970188141
qwen-0.6b,das,1,1,0,64,0.001,128,59,0.4148634970188141,0.41381359100341797
qwen-0.6b,das,1,1,0,64,0.001,128,60,0.41381359100341797,0.41490915417671204
qwen-0.6b,das,1,1,0,64,0.001,128,61,0.41490915417671204,0.4152286946773529
qwen-0.6b,das,1,1,0,64,0.001,128,62,0.4152286946773529,0.41143977642059326
qwen-0.6b,das,1,1,0,64,0.001,128,63,0.41143977642059326,0.4134027361869812
qwen-0.6b,das2d,1,2,0,64,0.001,128,0,0.9994978308677673,0.9897744655609131
qwen-0.6b,das2d,1,2,0,64,0.001,128,1,0.9897744655609131,0.9716972708702087
qwen-0.6b,das2d,1,2,0,64,0.001,128,2,0.9716972708702087,0.9417510628700256
qwen-0.6b,das2d,1,2,0,64,0.001,128,3,0.9417510628700256,0.8776134252548218
qwen-0.6b,das2d,1,2,0,64,0.001,128,4,0.8776134252548218,0.8246599435806274
qwen-0.6b,das2d,1,2,0,64,0.001,128,5,0.8246599435806274,0.7820688486099243
qwen-0.6b,das2d,1,2,0,64,0.001,128,6,0.7820688486099243,0.7333150506019592
qwen-0.6b,das2d,1,2,0,64,0.001,128,7,0.7333150506019592,0.7043275237083435
qwen-0.6b,das2d,1,2,0,64,0.001,128,8,0.7043275237083435,0.6966584324836731
qwen-0.6b,das2d,1,2,0,64,0.001,128,9,0.6966584324836731,0.6835570335388184
qwen-0.6b,das2d,1,2,0,64,0.001,128,10,0.6835570335388184,0.6639732718467712
qwen-0.6b,das2d,1,2,0,64,0.001,128,11,0.6639732718467712,0.639687716960907
qwen-0.6b,das2d,1,2,0,64,0.001,128,12,0.639687716960907,0.6276362538337708
qwen-0.6b,das2d,1,2,0,64,0.001,128,13,0.6276362538337708,0.6061353087425232
qwen-0.6b,das2d,1,2,0,64,0.001,128,14,0.6061353087425232,0.5885602235794067
qwen-0.6b,das2d,1,2,0,64,0.001,128,15,0.5885602235794067,0.5632703304290771
qwen-0.6b,das2d,1,2,0,64,0.001,128,16,0.5632703304290771,0.5457865595817566
qwen-0.6b,das2d,1,2,0,64,0.001,128,17,0.5457865595817566,0.5325025320053101
qwen-0.6b,das2d,1,2,0,64,0.001,128,18,0.5325025320053101,0.5185337066650391
qwen-0.6b,das2d,1,2,0,64,0.001,128,19,0.5185337066650391,0.49516114592552185
qwen-0.6b,das2d,1,2,0,64,0.001,128,20,0.49516114592552185,0.48867887258529663
qwen-0.6b,das2d,1,2,0,64,0.001,128,21,0.48867887258529663,0.4765360951423645
qwen-0.6b,das2d,1,2,0,64,0.001,128,22,0.4765360951423645,0.46726924180984497
qwen-0.6b,das2d,1,2,0,64,0.001,128,23,0.46726924180984497,0.4617913067340851
qwen-0.6b,das2d,1,2,0,64,0.001,128,24,0.4617913067340851,0.4461791217327118
qwen-0.6b,das2d,1,2,0,64,0.001,128,25,0.4461791217327118,0.4432119131088257
qwen-0.6b,das2d,1,2,0,64,0.001,128,26,0.4432119131088257,0.4393773078918457
qwen-0.6b,das2d,1,2,0,64,0.001,128,27,0.4393773078918457,0.4360449016094208
qwen-0.6b,das2d,1,2,0,64,0.001,128,28,0.4360449016094208,0.4346754252910614
qwen-0.6b,das2d,1,2,0,64,0.001,128,29,0.4346754252910614,0.4311147928237915
qwen-0.6b,das2d,1,2,0,64,0.001,128,30,0.4311147928237915,0.42486077547073364
qwen-0.6b,das2d,1,2,0,64,0.001,128,31,0.42486077547073364,0.4196110665798187
qwen-0.6b,das2d,1,2,0,64,0.001,128,32,0.4196110665798187,0.4113941490650177
qwen-0.6b,das2d,1,2,0,64,0.001,128,33,0.4113941490650177,0.4123528003692627
qwen-0.6b,das2d,1,2,0,64,0.001,128,34,0.4123528003692627,0.40705743432044983
qwen-0.6b,das2d,1,2,0,64,0.001,128,35,0.40705743432044983,0.4010773301124573
qwen-0.6b,das2d,1,2,0,64,0.001,128,36,0.4010773301124573,0.39336255192756653
qwen-0.6b,das2d,1,2,0,64,0.001,128,37,0.39336255192756653,0.39400163292884827
qwen-0.6b,das2d,1,2,0,64,0.001,128,38,0.39400163292884827,0.3958732485771179
qwen-0.6b,das2d,1,2,0,64,0.001,128,39,0.3958732485771179,0.3913995921611786
qwen-0.6b,das2d,1,2,0,64,0.001,128,40,0.3913995921611786,0.3850543200969696
qwen-0.6b,das2d,1,2,0,64,0.001,128,41,0.3850543200969696,0.3845521807670593
qwen-0.6b,das2d,1,2,0,64,0.001,128,42,0.3845521807670593,0.3786633610725403
qwen-0.6b,das2d,1,2,0,64,0.001,128,43,0.3786633610725403,0.37647220492362976
qwen-0.6b,das2d,1,2,0,64,0.001,128,44,0.37647220492362976,0.37811559438705444
